recipe_id,row_index
381273,2382
158962,2383
31008,2384
186631,2385
295701,2386
332832,2387
158096,2388
216335,2389
81,2390
20800,2391
5455,2392
42833,2393
209434,2394
499767,2395
102958,2396
295687,2397
234697,2398
192348,2399
60754,2400
16242,2401
20680,2402
99995,2403
97640,2404
395671,2405
341271,2406
13362,2407
346171,2408
236547,2409
181017,2410
286849,2411
82567,2412
121233,2413
236161,2414
177373,2415
8075,2416
379357,2417
320217,2418
116200,2419
237560,2420
147914,2421
88372,2422
120890,2423
177154,2424
302909,2425
282432,2426
302888,2427
239787,2428
146864,2429
62074,2430
257443,2431
174645,2432
94779,2433
480368,2434
95390,2435
503907,2436
110017,2437
219561,2438
49244,2439
364330,2440
226798,2441
320184,2442
42832,2443
174209,2444
286798,2445
234393,2446
51642,2447
135429,2448
264763,2449
100741,2450
389616,2451
66414,2452
318843,2453
14192,2454
108410,2455
87748,2456
413783,2457
122299,2458
474098,2459
224184,2460
151204,2461
39189,2462
255332,2463
348210,2464
210870,2465
426211,2466
102956,2467
443225,2468
181297,2469
497751,2470
243803,2471
348114,2472
493861,2473
347899,2474
347726,2475
410076,2476
428340,2477
429260,2478
348155,2479
423045,2480
251430,2481
60665,2482
287008,2483
373582,2484
16160,2485
383147,2486
457094,2487
65559,2488
146074,2489
